Date, 1, 2
1981-10-01,20.49,245.43
1981-10-02,17.45,210.59
1981-10-03,14.96,181.65
1981-10-04,12.68,154.06
1981-10-05,10.79,130.90
1981-10-06,9.32,113.01
1981-10-07,9.31,117.58
1981-10-08,7.60,93.46
1981-10-09,6.67,81.84
1981-10-10,6.40,80.10
1981-10-11,5.14,62.09
1981-10-12,4.27,50.31
1981-10-13,3.60,41.59
1981-10-14,3.05,34.47
1981-10-15,2.59,28.62
1981-10-16,2.20,23.79
1981-10-17,1.87,19.79
1981-10-18,1.59,16.48
1981-10-19,1.36,13.73
1981-10-20,1.16,11.44
1981-10-21,.99,9.54
1981-10-22,.84,7.97
1981-10-23,.72,6.65
1981-10-24,.62,5.56
1981-10-25,.53,4.66
1981-10-26,.45,3.90
1981-10-27,.48,4.62
1981-10-28,2.88,43.43
1981-10-29,3.13,49.14
1981-10-30,2.00,30.25
1981-10-31,1.39,20.32
1981-11-01,1.10,16.15
1981-11-02,.89,13.15
1981-11-03,.73,10.90
1981-11-04,.61,9.20
1981-11-05,.51,7.86
1981-11-06,.43,6.77
1981-11-07,.37,5.87
1981-11-08,.32,5.12
1981-11-09,.27,4.50
1981-11-10,.27,4.62
1981-11-11,.29,5.27
1981-11-12,1.79,45.46
1981-11-13,1.99,53.81
1981-11-14,2.92,83.42
1981-11-15,3.96,121.19
1981-11-16,10.36,359.11
1981-11-17,23.23,876.83
1981-11-18,8.12,229.52
1981-11-19,6.13,171.51
1981-11-20,6.21,175.37
1981-11-21,6.41,182.80
1981-11-22,7.38,214.19
1981-11-23,12.34,384.57
1981-11-24,12.31,372.83
1981-11-25,12.15,358.35
1981-11-26,13.83,409.76
1981-11-27,17.86,538.87
1981-11-28,11.01,271.72
1981-11-29,9.52,228.59
1981-11-30,8.45,196.30
1981-12-01,8.16,187.26
1981-12-02,8.67,201.08
1981-12-03,8.22,180.54
1981-12-04,7.21,149.75
1981-12-05,6.86,139.55
1981-12-06,10.63,254.25
1981-12-07,15.24,369.08
1981-12-08,9.93,198.26
1981-12-09,8.91,174.68
1981-12-10,23.84,569.46
1981-12-11,12.72,241.20
1981-12-12,13.07,247.80
1981-12-13,24.23,537.92
1981-12-14,22.61,461.38
1981-12-15,25.76,531.00
1981-12-16,18.28,314.84
1981-12-17,15.65,254.86
