Date, 1, 2
1981-10-01,265.92,245.43
1981-10-02,228.04,210.59
1981-10-03,196.61,181.65
1981-10-04,166.74,154.06
1981-10-05,141.69,130.90
1981-10-06,122.33,113.01
1981-10-07,126.89,117.58
1981-10-08,101.06,93.46
1981-10-09,88.51,81.84
1981-10-10,86.50,80.10
1981-10-11,67.24,62.09
1981-10-12,54.58,50.31
1981-10-13,45.19,41.59
1981-10-14,37.52,34.47
1981-10-15,31.21,28.62
1981-10-16,25.99,23.79
1981-10-17,21.67,19.79
1981-10-18,18.07,16.48
1981-10-19,15.09,13.73
1981-10-20,12.60,11.44
1981-10-21,10.53,9.54
1981-10-22,8.81,7.97
1981-10-23,7.38,6.65
1981-10-24,6.18,5.56
1981-10-25,5.18,4.66
1981-10-26,4.35,3.90
1981-10-27,5.09,4.62
1981-10-28,46.31,43.43
1981-10-29,52.27,49.14
1981-10-30,32.25,30.25
1981-10-31,21.71,20.32
1981-11-01,17.25,16.15
1981-11-02,14.04,13.15
1981-11-03,11.63,10.90
1981-11-04,9.81,9.20
1981-11-05,8.36,7.86
1981-11-06,7.20,6.77
1981-11-07,6.24,5.87
1981-11-08,5.44,5.12
1981-11-09,4.77,4.50
1981-11-10,4.89,4.62
1981-11-11,5.56,5.27
1981-11-12,47.25,45.46
1981-11-13,55.81,53.81
1981-11-14,86.33,83.42
1981-11-15,125.15,121.19
1981-11-16,369.47,359.11
1981-11-17,900.06,876.83
1981-11-18,237.64,229.52
1981-11-19,177.64,171.51
1981-11-20,181.58,175.37
1981-11-21,189.21,182.80
1981-11-22,221.57,214.19
1981-11-23,396.91,384.57
1981-11-24,385.14,372.83
1981-11-25,370.50,358.35
1981-11-26,423.59,409.76
1981-11-27,556.73,538.87
1981-11-28,282.73,271.72
1981-11-29,238.11,228.59
1981-11-30,204.75,196.30
1981-12-01,195.42,187.26
1981-12-02,209.74,201.08
1981-12-03,188.76,180.54
1981-12-04,156.96,149.75
1981-12-05,146.41,139.55
1981-12-06,264.88,254.25
1981-12-07,384.32,369.08
1981-12-08,208.19,198.26
1981-12-09,183.59,174.68
1981-12-10,593.30,569.46
1981-12-11,253.92,241.20
1981-12-12,260.88,247.80
1981-12-13,562.15,537.92
1981-12-14,483.99,461.38
1981-12-15,556.76,531.00
1981-12-16,333.12,314.84
1981-12-17,270.51,254.86
1981-12-18,361.86,342.49
1981-12-19,1304.35,1249.40
1981-12-20,2855.24,2733.74
1981-12-21,1076.68,1017.59
1981-12-22,539.23,501.18
1981-12-23,446.61,414.02
1981-12-24,372.51,343.62
1981-12-25,341.92,315.26
1981-12-26,324.59,299.44
1981-12-27,484.86,452.22
1981-12-28,375.34,348.32
1981-12-29,606.29,569.37
1981-12-30,456.59,425.66
1981-12-31,338.88,313.97
1982-01-01,619.51,581.21
1982-01-02,898.00,847.11
1982-01-03,582.40,544.44
1982-01-04,904.63,852.51
1982-01-05,448.01,415.93
1982-01-06,355.42,328.72
1982-01-07,304.08,280.60
1982-01-08,264.03,243.26
1982-01-09,232.56,213.99
1982-01-10,206.98,190.28
1982-01-11,186.31,171.15
1982-01-12,169.33,155.46
1982-01-13,154.90,142.19
1982-01-14,142.76,131.03
1982-01-15,132.04,121.20
1982-01-16,123.15,113.04
1982-01-17,121.44,111.50
1982-01-18,187.90,173.84
1982-01-19,257.39,239.78
1982-01-20,267.14,249.45
1982-01-21,331.28,310.28
1982-01-22,483.93,456.30
1982-01-23,463.74,436.06
1982-01-24,306.03,285.88
1982-01-25,252.61,235.40
1982-01-26,523.97,493.54
1982-01-27,617.61,583.19
1982-01-28,570.69,537.44
1982-01-29,345.80,322.65
1982-01-30,288.17,268.14
1982-01-31,250.59,232.71
1982-02-01,219.91,203.89
1982-02-02,195.03,180.57
1982-02-03,174.93,161.82
1982-02-04,158.88,146.83
1982-02-05,145.48,134.36
1982-02-06,134.09,123.79
1982-02-07,124.05,114.50
1982-02-08,115.38,106.46
1982-02-09,108.30,99.91
1982-02-10,101.84,93.93
1982-02-11,96.03,88.55
1982-02-12,90.84,83.75
1982-02-13,94.52,87.23
1982-02-14,311.49,292.19
1982-02-15,393.89,370.72
1982-02-16,819.46,777.42
1982-02-17,455.89,428.38
1982-02-18,335.49,313.74
1982-02-19,732.96,692.34
1982-02-20,401.53,375.36
1982-02-21,896.61,847.30
1982-02-22,576.83,540.51
1982-02-23,368.35,342.03
1982-02-24,315.16,291.86
1982-02-25,267.67,247.29
1982-02-26,235.40,217.12
1982-02-27,239.25,220.80
1982-02-28,198.00,182.30
1982-03-01,631.60,590.88
1982-03-02,891.69,840.48
1982-03-03,534.82,499.84
1982-03-04,530.17,494.71
1982-03-05,342.60,317.34
1982-03-06,287.23,265.36
1982-03-07,246.86,227.71
1982-03-08,214.81,197.93
1982-03-09,201.00,185.08
1982-03-10,178.97,164.73
1982-03-11,192.61,177.43
1982-03-12,165.47,152.09
1982-03-13,149.89,137.71
1982-03-14,139.45,128.13
1982-03-15,147.16,135.36
1982-03-16,166.99,153.82
1982-03-17,139.32,128.24
1982-03-18,136.33,125.55
1982-03-19,142.30,131.21
1982-03-20,124.46,114.70
1982-03-21,115.20,106.16
1982-03-22,106.72,98.31
1982-03-23,99.48,91.62
1982-03-24,92.91,85.55
1982-03-25,86.95,80.05
1982-03-26,81.60,75.13
1982-03-27,82.25,75.74
